Date Stamped,Registrant Name,Registration Number,Document Type,Short Form Name,Foreign Principal Name,Foreign Principal Country,URL
7/23/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Prosek, Jennifer Amelia",,,https://efile.fara.gov/docs/7435-Short-Form-20240723-2.pdf
7/23/2024,"JETRO, Atlanta",4069,Short-Form,"Yokoyama, Hanako",,,https://efile.fara.gov/docs/4069-Short-Form-20240723-46.pdf
7/23/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Mix, Mackenzie",,,https://efile.fara.gov/docs/7435-Short-Form-20240723-14.pdf
7/22/2024,Teneo Strategy LLC,6698,Short-Form,"Al Shakhanbeh, Tala",,,https://efile.fara.gov/docs/6698-Short-Form-20240722-288.pdf
7/22/2024,BCW LLC,6227,Short-Form,"Davila, Kyle Nicholas",,,https://efile.fara.gov/docs/6227-Short-Form-20240722-418.pdf
7/22/2024,Teneo Strategy LLC,6698,Short-Form,"Dairi, Josephine",,,https://efile.fara.gov/docs/6698-Short-Form-20240722-292.pdf
7/22/2024,Teneo Strategy LLC,6698,Short-Form,"Wijsmuller, Layal",,,https://efile.fara.gov/docs/6698-Short-Form-20240722-290.pdf
7/17/2024,Signal Group,7433,Short-Form,"Graham, Julian",,,https://efile.fara.gov/docs/7433-Short-Form-20240717-4.pdf
7/17/2024,Signal Group,7433,Short-Form,"Bole, Robert",,,https://efile.fara.gov/docs/7433-Short-Form-20240717-2.pdf
7/17/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Hailes, Simon",,,https://efile.fara.gov/docs/3634-Short-Form-20240717-1491.pdf
7/17/2024,NSW Government US Office Inc.,7145,Short-Form,"Peltzer, Montana Joseph",,,https://efile.fara.gov/docs/7145-Short-Form-20240717-48.pdf
7/15/2024,"Ruder Finn, Inc.",6840,Short-Form,"Marshall, Monica",,,https://efile.fara.gov/docs/6840-Short-Form-20240715-164.pdf
7/15/2024,"Ruder Finn, Inc.",6840,Short-Form,"Gusain, Tripti",,,https://efile.fara.gov/docs/6840-Short-Form-20240715-166.pdf
7/15/2024,Cornerstone Government Affairs,6401,Short-Form,"Sports, Amir Eli",,,https://efile.fara.gov/docs/6401-Short-Form-20240715-236.pdf
7/10/2024,"Ruder Finn, Inc.",6840,Short-Form,"Crowe, Delaney",,,https://efile.fara.gov/docs/6840-Short-Form-20240710-160.pdf
7/10/2024,"Ruder Finn, Inc.",6840,Short-Form,"Gould, Charles",,,https://efile.fara.gov/docs/6840-Short-Form-20240710-162.pdf
7/10/2024,"Tourist Office for Flanders, Belgium - New York Office",5840,Short-Form,"Sliwinski, Jillian",,,https://efile.fara.gov/docs/5840-Short-Form-20240710-54.pdf
7/8/2024,Si Senor LLC,7432,Short-Form,"Villegas, Manuela Cardona",,,https://efile.fara.gov/docs/7432-Short-Form-20240708-2.pdf
7/8/2024,Si Senor LLC,7432,Short-Form,"Bermudez, Nancy",,,https://efile.fara.gov/docs/7432-Short-Form-20240708-6.pdf
7/8/2024,White & Case LLP,6393,Short-Form,"DeLelle, Claire",,,https://efile.fara.gov/docs/6393-Short-Form-20240708-48.pdf
7/8/2024,White & Case LLP,6393,Short-Form,"Landa, Isabella Bellera",,,https://efile.fara.gov/docs/6393-Short-Form-20240708-46.pdf
7/8/2024,Matrix Aviation Inc.,7431,Short-Form,"Salas, Nelson",,,https://efile.fara.gov/docs/7431-Short-Form-20240708-6.pdf
7/8/2024,Matrix Aviation Inc.,7431,Short-Form,"Monsalve, Rodolfo",,,https://efile.fara.gov/docs/7431-Short-Form-20240708-4.pdf
7/8/2024,Si Senor LLC,7432,Short-Form,"Quevedo, Danna",,,https://efile.fara.gov/docs/7432-Short-Form-20240708-4.pdf
7/8/2024,"JETRO, New York",1643,Short-Form,"Ito, Kaori",,,https://efile.fara.gov/docs/1643-Short-Form-20240708-456.pdf
7/8/2024,Si Senor LLC,7432,Short-Form,"Jerez, Jose",,,https://efile.fara.gov/docs/7432-Short-Form-20240708-8.pdf
7/8/2024,Matrix Aviation Inc.,7431,Short-Form,"Carabajal, Guillermo",,,https://efile.fara.gov/docs/7431-Short-Form-20240708-2.pdf
7/5/2024,"Rational 360, Inc.",7369,Short-Form,"Scher, Cassandra",,,https://efile.fara.gov/docs/7369-Short-Form-20240705-24.pdf
7/5/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Diekman, Lauren",,,https://efile.fara.gov/docs/5870-Short-Form-20240705-422.pdf
7/5/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Carl-Yoder, Samantha",,,https://efile.fara.gov/docs/5870-Short-Form-20240705-420.pdf
7/4/2024,"Ruder Finn, Inc.",6840,Short-Form,"Bloomgarden, Kathy",,,https://efile.fara.gov/docs/6840-Short-Form-20240704-158.pdf
7/3/2024,Terakeet LLC,6806,Short-Form,"Bryant-Plattner, April",,,https://efile.fara.gov/docs/6806-Short-Form-20240703-90.pdf
7/3/2024,Invest India,7428,Short-Form,"Akella, Prasad Narasimha",,,https://efile.fara.gov/docs/7428-Short-Form-20240703-6.pdf
7/3/2024,Invest India,7428,Short-Form,"Bhatia, Neelkamal Harkishin",,,https://efile.fara.gov/docs/7428-Short-Form-20240703-4.pdf
7/3/2024,Invest India,7428,Short-Form,"Rai, Nivruti",,,https://efile.fara.gov/docs/7428-Short-Form-20240703-2.pdf
7/3/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Anderson, Brandt",,,https://efile.fara.gov/docs/5870-Short-Form-20240703-418.pdf
7/3/2024,DGA Group LLC,7321,Short-Form,"Gonzalez, Jorge Guajardo",,,https://efile.fara.gov/docs/7321-Short-Form-20240703-16.pdf
7/3/2024,Future Pact LLC,7074,Short-Form,"Fryer, Bruce",,,https://efile.fara.gov/docs/7074-Short-Form-20240703-14.pdf
7/2/2024,QORVIS LLC,5483,Short-Form,"Bass, Lillian",,,https://efile.fara.gov/docs/5483-Short-Form-20240702-974.pdf
6/29/2024,"Oliver Group, Inc.",6558,Short-Form,"Farrow, Jeffrey L.",,,https://efile.fara.gov/docs/6558-Short-Form-20240629-26.pdf
6/28/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Moran, James",,,https://efile.fara.gov/docs/7255-Short-Form-20240628-36.pdf
6/28/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Moran, James",,,https://efile.fara.gov/docs/7255-Short-Form-20240628-34.pdf
6/28/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Moran, James",,,https://efile.fara.gov/docs/7255-Short-Form-20240628-32.pdf
6/27/2024,"CapConn, LLC d/b/a Capitol Connection",7427,Short-Form,"Subers, Meagan",,,https://efile.fara.gov/docs/7427-Short-Form-20240627-4.pdf
6/27/2024,"CapConn, LLC d/b/a Capitol Connection",7427,Short-Form,"Subers, Doug",,,https://efile.fara.gov/docs/7427-Short-Form-20240627-2.pdf
6/26/2024,Aramco Affiliated Services Company (AASC),6390,Short-Form,"Al Yousef, Bandar Rashid A.",,,https://efile.fara.gov/docs/6390-Short-Form-20240626-34.pdf
6/26/2024,Aramco Affiliated Services Company (AASC),6390,Short-Form,"Al Yousef, Bandar Rashid A.",,,https://efile.fara.gov/docs/6390-Short-Form-20240626-32.pdf
6/26/2024,Navigators Global LLC,7112,Short-Form,"Sadoski, Nicholas",,,https://efile.fara.gov/docs/7112-Short-Form-20240626-36.pdf
6/26/2024,BCW LLC,6227,Short-Form,"Nielsen, Sarah",,,https://efile.fara.gov/docs/6227-Short-Form-20240626-416.pdf
6/25/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Diekman, Lauren",,,https://efile.fara.gov/docs/5870-Short-Form-20240625-412.pdf
6/25/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Diekman, Lauren",,,https://efile.fara.gov/docs/5870-Short-Form-20240625-416.pdf
6/25/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Carl-Yoder, Samantha",,,https://efile.fara.gov/docs/5870-Short-Form-20240625-414.pdf
6/25/2024,"Squire Patton Boggs, LLP",2165,Short-Form,"Eissenstat, Everett H.",,,https://efile.fara.gov/docs/2165-Short-Form-20240625-812.pdf
6/24/2024,MAS Advisory Inc. dba Montfort Advisory,7426,Short-Form,"Swift, Matthew",,,https://efile.fara.gov/docs/7426-Short-Form-20240624-4.pdf
6/24/2024,MAS Advisory Inc. dba Montfort Advisory,7426,Short-Form,"Castroparedes, Carlos Maximiliano",,,https://efile.fara.gov/docs/7426-Short-Form-20240624-2.pdf
6/20/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Yinan Gerasoulis, Elias",,,https://efile.fara.gov/docs/7255-Short-Form-20240620-30.pdf
6/20/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Yinan Gerasoulis, Elias",,,https://efile.fara.gov/docs/7255-Short-Form-20240620-26.pdf
6/20/2024,"IPG DXTRA, Inc. d/b/a Weber Shandwick",7394,Short-Form,"Bose, Anina",,,https://efile.fara.gov/docs/7394-Short-Form-20240620-14.pdf
6/20/2024,"IPG DXTRA, Inc. d/b/a Weber Shandwick",7394,Short-Form,"Glassey, Jennifer",,,https://efile.fara.gov/docs/7394-Short-Form-20240620-12.pdf
6/20/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Ahrens, Frank",,,https://efile.fara.gov/docs/5430-Short-Form-20240620-488.pdf
6/20/2024,"Moran Global Strategies, Inc.",7255,Short-Form,"Yinan Gerasoulis, Elias",,,https://efile.fara.gov/docs/7255-Short-Form-20240620-28.pdf
6/17/2024,BlackSummit Capital LLC,7424,Short-Form,"Charalambakis, John",,,https://efile.fara.gov/docs/7424-Short-Form-20240617-2.pdf
6/17/2024,Vanguard Africa,6411,Short-Form,"Smith, Jeffrey",,,https://efile.fara.gov/docs/6411-Short-Form-20240617-28.pdf
6/17/2024,BlackSummit Capital LLC,7424,Short-Form,"Moore, Jesse",,,https://efile.fara.gov/docs/7424-Short-Form-20240617-6.pdf
6/17/2024,BlackSummit Capital LLC,7424,Short-Form,"Mustor, Rachel",,,https://efile.fara.gov/docs/7424-Short-Form-20240617-4.pdf
6/15/2024,"Miller Strategies, LLC",7423,Short-Form,"Hiler, Jonathan",,,https://efile.fara.gov/docs/7423-Short-Form-20240615-2.pdf
6/15/2024,"Miller Strategies, LLC",7423,Short-Form,"Miller, Jeffrey",,,https://efile.fara.gov/docs/7423-Short-Form-20240615-4.pdf
6/14/2024,Catalyst Research Inc. d/b/a The RXN Group,7422,Short-Form,"Copes, Gaston Massari",,,https://efile.fara.gov/docs/7422-Short-Form-20240614-8.pdf
6/14/2024,Catalyst Research Inc. d/b/a The RXN Group,7422,Short-Form,"Potter, Jonathan",,,https://efile.fara.gov/docs/7422-Short-Form-20240614-6.pdf
6/14/2024,Catalyst Research Inc. d/b/a The RXN Group,7422,Short-Form,"Boxt, Jason",,,https://efile.fara.gov/docs/7422-Short-Form-20240614-4.pdf
6/14/2024,Catalyst Research Inc. d/b/a The RXN Group,7422,Short-Form,"Ward, Jacob",,,https://efile.fara.gov/docs/7422-Short-Form-20240614-2.pdf
6/13/2024,Sovereign Strategy Limited,7421,Short-Form,"Farag, Tamer Hesham",,,https://efile.fara.gov/docs/7421-Short-Form-20240613-6.pdf
6/13/2024,Sovereign Strategy Limited,7421,Short-Form,"Beton, Hatice",,,https://efile.fara.gov/docs/7421-Short-Form-20240613-4.pdf
6/13/2024,Sovereign Strategy Limited,7421,Short-Form,"Donnelly, Alan John",,,https://efile.fara.gov/docs/7421-Short-Form-20240613-2.pdf
6/12/2024,Nuclear Waste Management Organization,7186,Short-Form,"Fell, Carolyn Vicky",,,https://efile.fara.gov/docs/7186-Short-Form-20240612-28.pdf
6/11/2024,"Squire Patton Boggs, LLP",2165,Short-Form,"Carrillo, Pablo E.",,,https://efile.fara.gov/docs/2165-Short-Form-20240611-810.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Foley, Cara",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-274.pdf
6/10/2024,Ghazal & Associates LLC,7417,Short-Form,"Ghazal, Jay",,,https://efile.fara.gov/docs/7417-Short-Form-20240610-2.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Bottomley, Edward",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-272.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Hasirci, Daniel Can",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-270.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Lauwerys, Christopher Frederick Joseph",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-268.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Bell, Jennifer",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-266.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Hickman, Alexander James Edward",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-264.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Kernick, Giles",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-260.pdf
6/10/2024,Skyline Capitol LLC,7404,Short-Form,"Hansen, Dain",,,https://efile.fara.gov/docs/7404-Short-Form-20240610-6.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Le Fevre, Fernand",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-276.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Cropley, Edward",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-262.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Morrell, Geoff",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-286.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Riley, Padraic D.",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-284.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Keynes, Alexander",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-282.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Vitas, Tomas",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-280.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Santucci, Isabella",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-278.pdf
6/10/2024,Teneo Strategy LLC,6698,Short-Form,"Simpson, Cassandra",,,https://efile.fara.gov/docs/6698-Short-Form-20240610-258.pdf
6/7/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Birnbaum, Jeffrey",,,https://efile.fara.gov/docs/5430-Short-Form-20240607-484.pdf
6/7/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Mallen, Emily Pitlick",,,https://efile.fara.gov/docs/3492-Short-Form-20240607-644.pdf
6/7/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Vaughn, Emma",,,https://efile.fara.gov/docs/5430-Short-Form-20240607-486.pdf
6/7/2024,KOTRA,1619,Short-Form,"Pyun, Jung Hyun",,,https://efile.fara.gov/docs/1619-Short-Form-20240607-558.pdf
6/5/2024,KOTRA,1619,Short-Form,"Shin, Jihye",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-562.pdf
6/5/2024,KOTRA,1619,Short-Form,"Kim, Hanjoon",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-564.pdf
6/5/2024,KOTRA,1619,Short-Form,"Park, Minjeong",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-554.pdf
6/5/2024,KOTRA,1619,Short-Form,"Park, Jihye",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-552.pdf
6/5/2024,KOTRA,1619,Short-Form,"Kim, Haeyun",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-550.pdf
6/5/2024,KOTRA,1619,Short-Form,"Moon, Sunho",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-548.pdf
6/5/2024,KOTRA,1619,Short-Form,"Lim, Hyeon-Jin",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-556.pdf
6/5/2024,"23rd Street Berk, LLC",7350,Short-Form,"Carstens, Marisa",,,https://efile.fara.gov/docs/7350-Short-Form-20240605-16.pdf
6/5/2024,KOTRA,1619,Short-Form,"Jeon, Cheolhyeong",,,https://efile.fara.gov/docs/1619-Short-Form-20240605-560.pdf
6/5/2024,"23rd Street Berk, LLC",7350,Short-Form,"Seibt, Alexandra",,,https://efile.fara.gov/docs/7350-Short-Form-20240605-14.pdf
6/5/2024,"23rd Street Berk, LLC",7350,Short-Form,"Gaines, Gabrielle",,,https://efile.fara.gov/docs/7350-Short-Form-20240605-12.pdf
6/4/2024,Global Action on Gun Violence (GAGV) Inc.,7175,Short-Form,"Lowy, Jonathan",,,https://efile.fara.gov/docs/7175-Short-Form-20240604-6.pdf
6/4/2024,Global Action on Gun Violence (GAGV) Inc.,7175,Short-Form,"Burke, Elizabeth",,,https://efile.fara.gov/docs/7175-Short-Form-20240604-8.pdf
5/30/2024,Navigators Global LLC,7112,Short-Form,"Berger, Ryan",,,https://efile.fara.gov/docs/7112-Short-Form-20240530-34.pdf
5/30/2024,Taiwan Democratic Progressive Party Mission in the U.S.,6187,Short-Form,"Shaw, Sun-Wen",,,https://efile.fara.gov/docs/6187-Short-Form-20240530-24.pdf
5/28/2024,Invest Northern Ireland,4364,Short-Form,"Holanda, Lizandra",,,https://efile.fara.gov/docs/4364-Short-Form-20240528-208.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Thiessen, Pamela B.",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-74.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Thiessen, Pamela B.",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-72.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Rodriguez Argote, Estefania Lorena",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-82.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Rodriguez Argote, Estefania Lorena",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-80.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Thiessen, Pamela B.",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-76.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Rodriguez Argote, Estefania Lorena",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-84.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Rodriguez Argote, Estefania Lorena",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-86.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Thiessen, Pamela B.",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-70.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Thiessen, Pamela B.",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-66.pdf
5/28/2024,Invest Northern Ireland,4364,Short-Form,"Bartley, Thomas",,,https://efile.fara.gov/docs/4364-Short-Form-20240528-210.pdf
5/28/2024,"theGroup DC, LLC",6388,Short-Form,"Rodriguez Argote, Estefania Lorena",,,https://efile.fara.gov/docs/6388-Short-Form-20240528-68.pdf
5/28/2024,"Martin, LaJuan F.",7405,Short-Form,"Martin, LaJuan F.",,,https://efile.fara.gov/docs/7405-Short-Form-20240528-2.pdf
5/24/2024,"Yemen Watch, LLC",7414,Short-Form,"Watts, Douglas Edward",,,https://efile.fara.gov/docs/7414-Short-Form-20240524-2.pdf
5/24/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Essex, Lisa",,,https://efile.fara.gov/docs/5666-Short-Form-20240524-348.pdf
5/23/2024,Cornerstone Government Affairs,6401,Short-Form,"Hodgson, Christopher Michael",,,https://efile.fara.gov/docs/6401-Short-Form-20240523-234.pdf
5/22/2024,Cogent Strategies LLC,6927,Short-Form,"Smith, Jordan",,,https://efile.fara.gov/docs/6927-Short-Form-20240522-58.pdf
5/22/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Adams, Vickee Jordan",,,https://efile.fara.gov/docs/5666-Short-Form-20240522-342.pdf
5/22/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Waldron, Benjamin",,,https://efile.fara.gov/docs/5666-Short-Form-20240522-340.pdf
5/22/2024,Vision Americas International LLC,7413,Short-Form,"Carraquero, Jose Vicente",,,https://efile.fara.gov/docs/7413-Short-Form-20240522-2.pdf
5/22/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Messina, Brandon",,,https://efile.fara.gov/docs/5666-Short-Form-20240522-344.pdf
5/22/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Jurew, Anna",,,https://efile.fara.gov/docs/5666-Short-Form-20240522-346.pdf
5/22/2024,Vision Americas International LLC,7413,Short-Form,"Prieto Botero, Marcela",,,https://efile.fara.gov/docs/7413-Short-Form-20240522-4.pdf
5/22/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Anderson, Brandt",,,https://efile.fara.gov/docs/5870-Short-Form-20240522-410.pdf
5/22/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Anderson, Brandt",,,https://efile.fara.gov/docs/5870-Short-Form-20240522-408.pdf
5/22/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Blake, Melissa Leigh Kuipers",,,https://efile.fara.gov/docs/5870-Short-Form-20240522-406.pdf
5/22/2024,Cogent Strategies LLC,6927,Short-Form,"Smith, Jordan",,,https://efile.fara.gov/docs/6927-Short-Form-20240522-56.pdf
5/21/2024,FTI Consulting (SC) Inc.,7120,Short-Form,"Wallace-Bruce, Michael",,,https://efile.fara.gov/docs/7120-Short-Form-20240521-36.pdf
5/21/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Witten, Samuel",,,https://efile.fara.gov/docs/1750-Short-Form-20240521-320.pdf
5/21/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Linder, Sara G.",,,https://efile.fara.gov/docs/1750-Short-Form-20240521-322.pdf
5/17/2024,Skyline Capitol LLC,7404,Short-Form,"Hansen, Dain",,,https://efile.fara.gov/docs/7404-Short-Form-20240517-4.pdf
5/16/2024,Malaysia Tourism Promotion Board,2510,Short-Form,"Binti Ismail, Linawati",,,https://efile.fara.gov/docs/2510-Short-Form-20240516-30.pdf
5/15/2024,"ThirdCircle, Inc.",6540,Short-Form,"Footlik, Jay",,,https://efile.fara.gov/docs/6540-Short-Form-20240515-12.pdf
5/15/2024,"Aquila Strategies, LLC",7409,Short-Form,"Gursoy, Cem",,,https://efile.fara.gov/docs/7409-Short-Form-20240515-2.pdf
5/15/2024,"ThirdCircle, Inc.",6540,Short-Form,"Smotkin, Richard",,,https://efile.fara.gov/docs/6540-Short-Form-20240515-10.pdf
5/15/2024,City of London USA LLC,7410,Short-Form,"Price, Edward",,,https://efile.fara.gov/docs/7410-Short-Form-20240515-2.pdf
5/15/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Friedlander, Ezra",,,https://efile.fara.gov/docs/5870-Short-Form-20240515-404.pdf
5/14/2024,"MMGY Global, LLC",6492,Short-Form,"Kaufman, Lauren",,,https://efile.fara.gov/docs/6492-Short-Form-20240514-600.pdf
5/14/2024,"MMGY Global, LLC",6492,Short-Form,"Komitzky, Lea",,,https://efile.fara.gov/docs/6492-Short-Form-20240514-602.pdf
5/14/2024,Korea Economic Institute,3327,Short-Form,"Ahn, Ji Yeon",,,https://efile.fara.gov/docs/3327-Short-Form-20240514-110.pdf
5/14/2024,"MMGY Global, LLC",6492,Short-Form,"Freeman, Julie",,,https://efile.fara.gov/docs/6492-Short-Form-20240514-598.pdf
5/14/2024,"ThirdCircle, Inc.",6540,Short-Form,"Footlik, Jay",,,https://efile.fara.gov/docs/6540-Short-Form-20240514-8.pdf
5/13/2024,Washington Media Group,7407,Short-Form,"Boeckman, Brian",,,https://efile.fara.gov/docs/7407-Short-Form-20240513-4.pdf
5/13/2024,Washington Media Group,7407,Short-Form,"Patterson, Crystal",,,https://efile.fara.gov/docs/7407-Short-Form-20240513-2.pdf
5/13/2024,Washington Media Group,7407,Short-Form,"Bodner, Peter",,,https://efile.fara.gov/docs/7407-Short-Form-20240513-6.pdf
5/10/2024,The Cormac Group LLC,7406,Short-Form,"Slade, Jonathan",,,https://efile.fara.gov/docs/7406-Short-Form-20240510-6.pdf
5/10/2024,The Cormac Group LLC,7406,Short-Form,"Cardenas, Jose",,,https://efile.fara.gov/docs/7406-Short-Form-20240510-4.pdf
5/10/2024,The Cormac Group LLC,7406,Short-Form,"Brunet Perez, Yanet",,,https://efile.fara.gov/docs/7406-Short-Form-20240510-2.pdf
5/9/2024,BCW LLC,6227,Short-Form,"Larson, Brett",,,https://efile.fara.gov/docs/6227-Short-Form-20240509-412.pdf
5/9/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Bickerton, Scarlett",,,https://efile.fara.gov/docs/1750-Short-Form-20240509-318.pdf
5/9/2024,Representative of German Industry and Trade,4274,Short-Form,"Treier, Volker",,,https://efile.fara.gov/docs/4274-Short-Form-20240509-44.pdf
5/9/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Begich, Mark",,,https://efile.fara.gov/docs/5870-Short-Form-20240509-400.pdf
5/9/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Moschella, William",,,https://efile.fara.gov/docs/5870-Short-Form-20240509-402.pdf
5/9/2024,Cornerstone Government Affairs,6401,Short-Form,"Reed, Michael Joseph",,,https://efile.fara.gov/docs/6401-Short-Form-20240509-232.pdf
5/9/2024,BCW LLC,6227,Short-Form,"Smith, Shari",,,https://efile.fara.gov/docs/6227-Short-Form-20240509-414.pdf
5/7/2024,Skyline Capitol LLC,7404,Short-Form,"Whiton, Christian",,,https://efile.fara.gov/docs/7404-Short-Form-20240507-2.pdf
5/6/2024,"Livingston Group, LLC",6344,Short-Form,"Lindsay, Mark",,,https://efile.fara.gov/docs/6344-Short-Form-20240506-116.pdf
5/3/2024,APCO Worldwide LLC,6582,Short-Form,"Lewis, Terry",,,https://efile.fara.gov/docs/6582-Short-Form-20240503-276.pdf
5/2/2024,Singapore Tourism Board,2414,Short-Form,"Doherty, Paula",,,https://efile.fara.gov/docs/2414-Short-Form-20240502-112.pdf
5/2/2024,Singapore Tourism Board,2414,Short-Form,"Samson, Nikhil",,,https://efile.fara.gov/docs/2414-Short-Form-20240502-114.pdf
5/2/2024,"Kelly, Scott and Madison, Inc.",7402,Short-Form,"Lichter, Jonathan",,,https://efile.fara.gov/docs/7402-Short-Form-20240502-2.pdf
5/1/2024,"Blinderman, Eric",7401,Short-Form,"Al Saedi, Raid Juhi Hamadi",,,https://efile.fara.gov/docs/7401-Short-Form-20240501-2.pdf
4/30/2024,"Mercury Public Affairs, LLC",6170,Short-Form,"Hammond, Robert C.",,,https://efile.fara.gov/docs/6170-Short-Form-20240430-858.pdf
4/30/2024,Prime Policy Group,6377,Short-Form,"Saint-Genies, Luc",,,https://efile.fara.gov/docs/6377-Short-Form-20240430-130.pdf
4/30/2024,"Myriad International Marketing, LLC",6549,Short-Form,"Newton, Sienna",,,https://efile.fara.gov/docs/6549-Short-Form-20240430-308.pdf
4/29/2024,Brown Rudnick LLP,7376,Short-Form,"Karampetsos, Menelaos",,,https://efile.fara.gov/docs/7376-Short-Form-20240429-22.pdf
4/26/2024,"JETRO, San Francisco",1813,Short-Form,"Nagasu, Ryo",,,https://efile.fara.gov/docs/1813-Short-Form-20240426-158.pdf
4/26/2024,"JETRO, San Francisco",1813,Short-Form,"Matsui, Miki",,,https://efile.fara.gov/docs/1813-Short-Form-20240426-156.pdf
