URL,10.,11.,12.,Appendix response to Item 10,Appendix response to Item 11,Appendix response to Item 12
https://efile.fara.gov/docs/7481-Short-Form-20241021-2.pdf,Squire Patton Boggs LLP on behalf of The Embassy of Columbia in the United States,Government Relations,"No
Some of Registrant's activities may involve lobbying, preparation and dissemination of informational materials,
and otherwise engaging with US policymakers.",None,None,None
https://efile.fara.gov/docs/7481-Short-Form-20241021-8.pdf,Squire Patton Boggs LLP on behalf of The Embassy of Columbia in the United States,Government relations,"Yes
Some of Registrant's activities may involve lobbying, preparation and dissemination of informational materials,
and otherwise engaging with US policymakers.",None,None,None
https://efile.fara.gov/docs/5860-Short-Form-20241021-126.pdf,Economic Security Council of Ukraine (ESCU),Advice on achieving foreign principals' objectives through diplomacy.,"Yes
Possible meetings with relevant State Department and other US Government officials in the
course of normal diplomatic processes",None,None,None
https://efile.fara.gov/docs/7481-Short-Form-20241021-4.pdf,Squire Patton Boggs LLP on behalf of The Embassy of Columbia in the United States,Government Relations,"Yes
Some of Registrant's activities may involve lobbying, preparation and dissemination of informational materials,
and otherwise engaging with US policymakers.",None,None,None
https://efile.fara.gov/docs/5801-Short-Form-20241021-382.pdf,Bahrain Economic Development Board,"Media relations services to the Bahrain Economic Development Board. These activities will consist of media relations services to promote the Gateway Gulf summit, including outreach to journalists from US media outlets, sharing of press releases and background information, and organisation of a press trip to attend the summit.",work on behalf of the Bahrain Economic Development Board is not intended to shape specific U.S. policy or regulation toward Bahrain and will not involve contact with political stakeholders. Registrant's activity is intended to have a positive reputational impact and to foster connections with media outlets.,None,None,None
https://efile.fara.gov/docs/5334-Short-Form-20241021-444.pdf,"Commonwealth of Dominica, office of Ministry of Finance, Industry and Trade","Markets DMRI to vessel owners and assists them with application packages to submit for registration and crew endorsement applications. The company owned by Marianvel and her husband Frank Tourneur receives commissions for services provided to their clients. 30% for initial registration services; 10% for annual, special and crew endorsement services.",No,None,None,None
https://efile.fara.gov/docs/5860-Short-Form-20241021-122.pdf,Arakan Rohingya National Alliance (ARNA),Advice on achieving foreign principals' objectives through diplomacy,"Meetings with relevant State Department and other US Government officials in the
course of normal diplomatic processes",None,None,None
https://efile.fara.gov/docs/3327-Short-Form-20241021-114.pdf,Korea Institute for International Economic Policy (KIEP),See Appendix for Response,"No
Participate in meetings with outsiders to discuss programs.",None,None,None
https://efile.fara.gov/docs/7480-Short-Form-20241021-8.pdf,Intergenerational Environment Justice Fund Ltd,Legal services in California lawsuit,No,None,None,None
https://efile.fara.gov/docs/7480-Short-Form-20241021-6.pdf,Intergenerational Environment Justice Fund Ltd,Legal services in California lawsuit.,No,None,None,None
https://efile.fara.gov/docs/5801-Short-Form-20241021-380.pdf,Bahrain Economic Development Board,"Media relations services to the Bahrain Economic Development Board. These activities will consist of media relations services to promote the Gateway Gulf summit, including outreach to journalists from U.S. media outlets, sharing of press releases and background information, and organisation of a press trip to attend the summit.",No,None,None,None
https://efile.fara.gov/docs/5334-Short-Form-20241021-446.pdf,"Commonwealth of Dominica, office of Ministry of Finance, Industry and Trade","Markets the Flag to customers in his region and assists with submitting application forms and packages for vessel registration, technical services and crew endorsements. Also is an approved vessel inspector/surveyor for the Flag. Fees are paid as 30% of initial registration revenue; 10% of annual service fees and mariner fees; Inspection days are paid at $750.00 per day plus travel expenses.",No,None,None,None
https://efile.fara.gov/docs/7481-Short-Form-20241021-6.pdf,Squire Patton Boggs LLP on behalf of The Embassy of Columbia in the United States,Government relations,"No
Some of Registrant's activities may involve lobbying, preparation and dissemination of informational materials,
and otherwise engaging with US policymakers.",None,None,None
https://efile.fara.gov/docs/5860-Short-Form-20241021-124.pdf,Arakan Rohingya National Alliance (ARNA),Advice on achieving foreign principals' objectives through diplomacy.,"Meetings with relevant State Department and other US Government officials in the
course of normal diplomatic processes",None,None,None
https://efile.fara.gov/docs/7479-Short-Form-20241021-2.pdf,African Export-Import Bank,"Registrant will engage with U.S. Congressional members, Congressional Committees, industry groups and other relevant stakeholders and the Executive Branch to advocate on the Foreign Principal's behalf and execute a comprehensive lobbying and communications strategy related to the renewal and expansion of the African Growth and Opportunity Act.","Yes
Registrant will engage with U.S. Congressional members, Congressional Committees, industry groups and other relevant stakeholders and the Executive Branch to advocate on the Foreign Principal's behalf and execute a comprehensive lobbying and communications strategy related to the renewal and expansion of the African Growth and Opportunity Act.",None,None,None
https://efile.fara.gov/docs/5860-Short-Form-20241021-120.pdf,Southern Transitional Council (STC),Advice on achieving foreign principals' objectives through diplomacy,"Meetings with relevant State Department and other US Government officials in the
course of normal diplomatic processes",None,None,None
https://efile.fara.gov/docs/7477-Short-Form-20241019-2.pdf,Islamabad Policy Research Institute,Provide counsel to client regarding the federal government processes. Provide direct advocacy and outreach with U.S. government officials.,"No
Provide direct advocacy and outreach with U.S. government officials.",None,None,None
https://efile.fara.gov/docs/7477-Short-Form-20241019-4.pdf,Islamabad Policy Research Institute,Provide counsel to client regarding the federal government processes. Provide direct advocacy and outreach with U.S. government officials.,"No
Provide direct advocacy and outreach with U.S. government officials.",None,None,None
https://efile.fara.gov/docs/7406-Short-Form-20241018-10.pdf,Bennett Group DC (on behalf of African Export-Import Bank),"Provide counsel to the client regarding the legislative process and overall understanding of the federal government process, including the reauthorization of the African Growth and Opportunity Act. Provide direct advocacy and outreach to the legislative branch/Congress regarding.","Yes
Provide counsel to the client regarding the legislative process and overall understanding of the federal government process, including the reauthorization of the African Growth and opportunity Act. Provide direct advocacy and outreach to the legislative branch/Congress regarding.",None,None,None
https://efile.fara.gov/docs/7406-Short-Form-20241018-8.pdf,Bennett Group DC (on behalf of African Export-Import Bank),"Provide counsel to the client regarding the legislative process and overall understanding of the federal government process, including the reauthorization of the African Growth and Opportunity Act. Provide direct advocacy and outreach to the legislative branch/Congress regarding.","Yes
Provide counsel to the client regarding the legislative process and overall understanding of the federal government process, including the reauthorization of the African Growth and opportunity Act. Provide direct advocacy and outreach to the legislative branch/Congress regarding.",None,None,None
